,0,1,2
3687,"k9 k8 r13 k11 s9 r14 s14 h11, h14 s12 s8 h10 r11 h7 s10 h13, s13 h9 r8 s11 s7 r12 h12 k7, r10 k14 k13 r9 r7 k10 h8 k12, ",k,1
3688,"s12 r13 k14 k9 k12 k13 h8 r14, h11 h13 s9 s14 r7 k7 r10 h10, k8 r8 s7 s8 r11 s10 k10 h12, s13 h7 h9 h14 s11 r9 k11 r12, ",k,0
3689,"s14 k11 s8 h14 s11 h9 r8 k13, r14 s7 k8 r7 s10 r9 k12 r10, k10 s13 h11 h10 h7 k14 k9 r11, s9 r12 h12 s12 h8 r13 h13 k7, ",h,0
3690,"h7 r13 s10 k9 h9 s14 s8 k11, r9 k10 r14 s13 h12 h13 k12 s9, h10 h11 h14 r12 r7 s7 h8 k14, k7 r10 k13 s12 k8 s11 r11 r8, ",k,0
3691,"k9 h8 h10 s8 r8 k10 h11 r14, k13 h7 s12 s7 k11 k8 k12 h14, s10 r7 s14 h9 h13 k7 r12 s9, k14 s11 r10 r11 r13 s13 h12 r9, ",h,0
3692,"k8 h13 h10 r13 r10 r7 r12 r14, s13 h12 h9 h8 s14 k11 r9 k14, r8 k7 h7 h14 s8 k12 r11 s9, s12 s10 s7 k10 h11 s11 k13 k9, ",r,1
3693,"r14 s9 k13 k11 r11 k9 s12 r8, h13 s11 h8 r13 h11 k14 k8 k12, r9 h10 s7 s10 r10 r7 h14 s14, r12 h7 s8 k7 s13 h9 h12 k10, ",r,1
3694,"r12 r10 r11 k12 r8 r9 s9 h7, r13 k11 k9 s11 s10 h10 s13 s8, h13 s14 r14 k10 h14 h9 h8 s12, k7 k13 h11 r7 h12 k8 k14 s7, ",r,0
3695,"h11 h12 k10 r9 k11 k9 r13 r10, r8 h9 h13 s10 k7 h7 r12 k14, k13 k8 s12 k12 s14 s11 s13 s9, r14 s8 h10 s7 r11 h14 h8 r7, ",k,0
3696,"r10 r11 k14 h8 s8 s9 k11 r9, k8 k12 k10 r12 s12 s11 h9 h12, k13 h13 r7 k7 s14 s13 h14 h7, r14 h11 r13 h10 r8 s10 s7 k9, ",k,1
3697,"s11 r7 r12 s7 r11 k7 h10 s10, r13 h11 r8 h13 h8 k13 s14 s13, k14 s8 k8 k10 h9 k9 r14 h12, k12 s12 k11 r10 r9 h14 s9 h7, ",s,0
3698,"k14 h10 r7 s8 k10 h9 k11 k9, k13 s12 r11 h12 k12 s9 h11 h13, r8 h8 r9 s10 r13 h14 s14 s13, k8 r12 h7 r10 s11 r14 s7 k7, ",k,1
3699,"k11 r10 s11 h10 s8 r8 k10 s7, r13 k12 r7 k13 k9 h13 h8 h7, h9 s13 h12 r12 k7 s12 h14 r9, r14 h11 k14 s9 k8 s14 r11 s10, ",k,0
3700,"s12 k11 r9 r14 s8 h11 s10 h9, k13 k10 s7 k7 s11 h12 r7 r8, r11 s9 k8 h14 h13 s14 k9 k14, r10 k12 h7 h8 r13 h10 s13 r12, ",r,1
3701,"r13 r9 k8 k11 h14 s12 h11 s9, r12 h10 s10 r14 k14 s13 s7 s11, s8 h9 k9 k7 h13 r11 r10 k13, h12 h7 k12 h8 k10 r7 s14 r8, ",h,1
3702,"h11 k8 h9 h7 r9 s13 s7 s8, k13 k11 r13 r11 r7 s12 s11 r12, h14 k7 k9 s9 h12 k12 r10 h8, s10 h13 k10 h10 r14 k14 s14 r8, ",h,0
3703,"s10 h9 s9 h12 r14 s13 r13 k7, h7 s12 k10 k8 h11 h13 k13 k11, s14 r11 k14 h14 k9 r12 h10 h8, s8 s7 r10 r8 s11 r7 r9 k12, ",s,0
3704,"h11 h7 k10 r13 h9 r8 k14 r12, r11 h10 h14 s14 s12 s10 s7 k11, k12 s13 h12 s11 h8 k7 k13 k9, r14 s8 h13 k8 r10 r9 r7 s9, ",h,0
3705,"s7 s9 s13 r10 k12 r11 r7 k10, k9 h13 h8 h14 h11 h12 s14 s12, k7 r9 s11 s10 k11 h10 h9 k14, r12 h7 s8 k8 r8 k13 r13 r14, ",r,0
3706,"r11 s7 s10 s11 k14 r14 r7 r10, s13 k10 h13 r8 s12 h10 k12 r12, s14 h11 h14 k7 k8 s9 s8 r9, k9 k13 k11 h7 h8 h12 r13 h9, ",s,0
3707,"r9 s9 k11 r7 r13 r11 h10 s14, k12 r12 h8 k9 k13 s7 r10 h11, k10 h7 h12 h9 r14 r8 s10 k14, h13 k8 k7 s13 h14 s11 s8 s12, ",r,0
3708,"s14 r13 h11 s12 k14 h10 k11 s9, k12 s10 k10 r8 r11 r9 h7 h8, h9 h12 r14 k7 h14 r12 s7 s13, h13 k9 k13 s11 k8 r7 s8 r10, ",h,1
3709,"h9 s12 s10 h13 h14 k10 k11 h12, s8 r12 r14 h7 r11 r8 r13 r7, r10 k12 h8 s14 s11 r9 h10 k8, h11 s13 k13 k14 k9 s9 k7 s7, ",k,0
3710,"k10 h10 k11 r9 s9 s11 s13 h14, k8 h7 r7 r13 r11 h13 h9 s7, r12 k12 s12 s8 k7 h11 r10 k9, r14 k14 r8 h12 s14 k13 h8 s10, ",k,0
3711,"r13 h9 h8 k10 s13 r12 s8 r11, s11 k8 k14 r7 s7 k11 h7 k13, s14 s9 s12 r8 k7 k12 r14 r9, h10 h14 r10 h12 h11 k9 h13 s10, ",r,0
3712,"s11 s13 k13 k8 k11 k12 r13 s12, h9 r14 k9 r8 r11 h7 r10 h11, k7 h10 h14 s10 h13 r12 k10 r9, s14 s8 h12 r7 s9 s7 h8 k14, ",k,1
3713,"k14 r13 s10 h10 s13 r8 h13 h11, s12 r10 s11 s9 k8 k7 h7 k11, s7 k12 s14 h14 r12 k13 s8 k10, h8 r7 k9 h12 r9 h9 r14 r11, ",h,0
3714,"h7 s10 k12 s11 s9 s13 h9 k10, h14 k13 r14 r7 r9 r13 r8 k7, k8 k14 h10 s12 s14 h13 h8 k9, k11 r12 h11 r11 h12 s7 s8 r10, ",s,1
3715,"s9 s14 s11 s7 r9 r12 s13 h7, h10 s10 r10 h13 k14 r8 h11 k10, r14 k13 h14 k12 k9 s12 h9 r13, h12 r7 r11 h8 s8 k7 k11 k8, ",s,0
3716,"s9 r7 r10 h14 r13 h10 h13 h8, h12 k9 r14 k13 r11 h9 k11 k12, r9 k7 s10 k8 k10 s8 k14 s12, r12 s13 r8 s14 s7 h11 s11 h7, ",h,1
3717,"s13 s12 h10 s8 k10 h11 r10 h8, k12 r8 k8 r11 r12 s10 h7 s7, h12 k9 r14 k11 s9 r7 r9 h14, k14 h13 s11 r13 k7 h9 k13 s14, ",h,1
3718,"h8 h10 r14 k10 s14 k8 s10 s11, k14 s8 s12 h12 k7 r12 k13 s7, r10 r9 h13 r7 s13 k12 h11 r13, r8 s9 k9 h9 k11 h7 h14 r11, ",s,1
3719,"h14 s8 s13 k14 h9 h11 k9 k7, k8 r13 r12 s11 k13 s12 r8 h12, r9 k10 h13 h10 k12 s10 r7 h8, r11 s7 s9 k11 r10 s14 r14 h7, ",k,0
3720,"r7 r9 h13 k11 k8 h8 r11 h9, k14 k10 s9 h11 h12 r12 h10 k9, r13 r14 s7 s10 s8 k12 h7 s11, k7 s13 h14 r8 k13 s14 r10 s12, ",r,1
3721,"k13 k11 k14 s10 s13 h11 h13 h14, k8 h9 r10 s11 r7 k7 h10 s9, h12 s12 r14 k9 r11 r13 s7 s14, r8 h8 k12 h7 r9 k10 r12 s8, ",k,1
3722,"s14 h11 r10 k7 r8 s11 r9 k13, k11 r11 h8 k12 k10 s12 h13 s8, r13 h7 h10 s10 k9 r14 r7 k8, s7 h9 s13 h12 k14 s9 h14 r12, ",s,1
3723,"k9 r13 s9 s8 r8 h10 h11 k14, s10 k11 r14 h8 s13 s12 k8 k13, r9 r7 s11 h12 s7 h14 h9 r11, k12 h13 h7 s14 k10 r10 r12 k7, ",k,0
3724,"k14 r8 r14 s7 k11 r10 s10 s13, r9 r12 r13 h12 k10 h10 h14 h9, s14 s11 h11 s9 k13 h8 r11 h7, h13 r7 s8 k12 k7 s12 k8 k9, ",k,0
3725,"k8 h12 h10 s12 s14 r11 r14 s13, s8 s7 s10 h11 r8 h14 h13 h9, s9 r10 r13 k14 h7 r12 h8 k9, k11 k7 r9 k13 r7 s11 k12 k10, ",r,1
3726,"k13 h10 h14 s13 r9 k10 h9 k11, k12 r11 h7 s10 s14 h13 k9 s9, h8 s7 k14 r14 r13 r7 k8 k7, r8 r12 s8 h11 h12 r10 s11 s12, ",k,1
3727,"h8 k11 r14 h11 s10 r8 r9 h14, s9 h10 s7 k8 h9 k13 s12 s8, s11 r12 k12 k14 s13 k9 k10 r13, r7 h7 h13 r11 r10 h12 k7 s14, ",h,1
3728,"h8 k7 s14 h11 r11 k9 k14 r14, r9 r10 s10 h7 s13 k8 h10 h14, h12 s9 k12 k13 k11 s7 k10 r7, h13 s8 s12 r13 r12 r8 s11 h9, ",r,1
3729,"s10 s7 s8 h9 r13 r9 s11 h14, k14 s13 h8 k11 r8 r7 h10 k7, k10 s14 k12 k8 s9 h11 r10 k13, h7 r14 h12 h13 k9 r12 r11 s12, ",s,0
3730,"r8 r11 h13 r10 h11 h8 r14 h14, k11 h7 s12 k12 k9 k14 s9 r13, s14 r9 s13 r7 k8 k10 k13 h10, h9 s8 k7 s11 h12 r12 s7 s10, ",h,0
3731,"r10 s12 k9 k8 h13 r11 h14 s13, k7 h7 s10 h12 r8 s14 s11 h10, r9 r13 s7 k14 r14 r12 h9 r7, h8 k11 k13 s9 s8 k10 k12 h11, ",r,1
3732,"r13 h14 r14 k12 k14 r9 r7 s11, s12 r8 h11 s8 k7 h10 k8 k10, k11 s13 s10 s7 r12 s9 r10 h12, h8 h9 r11 h13 k9 s14 h7 k13, ",r,1
3733,"r14 s9 s11 h13 h10 h12 s7 k8, h14 h11 k13 k7 s10 h8 r8 s14, k10 k11 r9 r13 s12 h9 k14 k9, r7 r10 r11 r12 s8 s13 k12 h7, ",s,0
3734,"s14 r14 s9 k10 s8 h14 h8 s13, k9 k11 h10 r7 k7 k14 r10 r13, h7 s12 h9 s7 s10 r9 s11 h11, h13 k12 h12 r11 r12 k8 k13 r8, ",s,0
3735,"r14 s13 s11 h7 h14 r11 h11 k10, s8 h8 r12 k9 h10 s14 r13 h12, h9 r9 s10 r7 k14 k12 k11 s7, s12 k8 r8 k13 r10 h13 k7 s9, ",r,1
3736,"s13 r10 h14 k13 h10 s9 r14 h13, k12 k7 h11 r12 h7 r11 k11 r9, s14 s8 h12 s7 k9 k14 r13 r8, h9 k10 s10 s11 k8 s12 h8 r7, ",h,1
3737,"r12 h12 k8 s14 k10 r7 s10 k11, h11 r13 r9 k13 s7 h8 s12 h9, k14 r14 s8 h7 k12 h10 h14 r11, k9 r8 r10 s9 k7 h13 s13 s11, ",k,0
3738,"h12 s14 k7 h10 h11 s7 r13 s9, k14 h7 k13 r14 r12 r8 k12 r11, s13 r10 h14 r9 s8 r7 s10 k10, k11 h8 h9 s11 s12 k9 k8 h13, ",s,1
3739,"r14 h11 k14 k9 s12 r12 s14 h10, h12 r8 r11 s10 k8 s7 s13 s8, h7 h9 k12 h8 h14 r9 r13 k11, h13 k13 k7 s9 s11 r10 k10 r7, ",h,0
3740,"h13 r7 s8 h8 r11 r12 h14 r13, r10 s11 s12 r14 k10 h12 r9 s10, s14 k11 h11 h10 h7 k7 s7 k12, k14 k8 r8 k9 h9 s9 k13 s13, ",r,0
3741,"h12 k8 h10 s10 k11 s13 k9 h9, r7 h11 k7 k10 h7 k13 h8 r12, r8 s14 s12 s7 r11 r10 h13 k14, s11 h14 r14 r9 s8 s9 k12 r13, ",h,1
3742,"s7 k10 k7 k13 h14 h11 s8 r7, k11 k8 r9 k9 r14 h10 r10 h9, s10 s12 h7 r12 s9 h13 h12 s13, r13 r8 h8 k12 k14 r11 s11 s14, ",h,1
3743,"k12 h11 h13 h14 s9 k10 s14 h9, s11 r13 r12 h12 k8 s8 k13 r8, h10 s12 r14 r9 k14 h8 k11 k9, s13 h7 r7 r10 s10 k7 r11 s7, ",h,0
3744,"k9 h7 s8 h8 h11 r8 h14 r13, h12 k14 s13 k10 s10 r12 r10 k11, s14 r7 s9 k12 k7 k13 s11 r9, s12 h9 r11 h10 h13 s7 k8 r14, ",h,0
3745,"r7 s11 r11 h9 r14 s10 r9 s7, h14 s13 k7 h13 h8 k9 h10 r13, h7 k12 k14 s12 r12 r8 s14 s9, k13 k11 k8 s8 k10 h11 h12 r10, ",r,1
3746,"h8 s8 k11 s9 s7 h7 h10 k10, r13 s10 k14 h13 h12 r11 s13 h11, k12 h14 r14 k8 s11 s12 r12 r9, h9 r7 r8 k9 k13 k7 r10 s14, ",k,0
3747,"h7 s11 k11 h11 h8 k14 r13 h9, r10 r11 h13 k8 r14 k10 h12 k12, k13 s7 s10 k9 r9 r12 s13 r8, h10 r7 s8 s9 s12 h14 s14 k7, ",k,1
3748,"r7 r8 h14 k13 h8 k12 s9 s14, r10 k14 s13 k11 h13 s8 s12 r9, h12 h9 k8 h7 k7 r13 h10 s11, k10 s7 h11 r11 s10 r14 r12 k9, ",s,0
3749,"s14 h14 k11 k7 s13 k14 h8 h9, k13 s10 k10 r11 h12 k12 s11 s12, h7 r7 h13 k9 h10 k8 r9 s9, r14 r8 r10 h11 r13 s8 s7 r12, ",h,1
3750,"h12 s14 r9 k14 s7 k13 k8 k11, s9 r14 h11 r12 h13 k7 r8 s8, s12 h14 s10 r11 h10 r10 k12 r7, h7 s11 k9 h8 h9 k10 r13 s13, ",k,1
3751,"k11 k14 s10 r7 h10 r14 h14 k10, h7 k12 k8 s14 r11 r13 s11 k7, s13 r12 h8 k13 h11 k9 r10 s8, s9 h13 s12 r8 r9 h12 s7 h9, ",k,1
3752,"r9 r14 k12 h14 r8 s12 s8 h9, h11 k7 s10 k9 s14 r12 r13 s11, h10 r7 k10 h13 k11 k8 r10 s7, h8 k14 r11 h12 k13 s13 s9 h7, ",h,0
3753,"s8 r8 h12 k12 s13 k11 s11 k10, k14 h8 h10 h13 h11 k7 r12 h14, s7 r9 s14 s10 r13 k13 r10 r11, h7 k8 k9 s12 s9 h9 r7 r14, ",k,0
3754,"k11 r14 s13 s12 s8 r7 h11 k10, h12 k9 s11 k8 h14 r10 s14 k13, s7 r11 h7 h9 h13 r12 r8 s9, k12 k7 h8 h10 s10 r9 k14 r13, ",k,0
3755,"h10 s9 s8 r13 r7 k12 s14 r14, r12 s11 s12 h7 r9 r11 k10 h11, k9 r8 h12 k11 k14 h13 s10 h8, s13 k7 h9 s7 k13 r10 h14 k8, ",s,0
3756,"s8 k13 k10 h12 k11 r7 s9 s14, r12 k14 h9 k7 s10 k8 r10 k12, s11 h13 r9 h10 s13 h11 r8 h7, h8 s12 r11 h14 r13 k9 r14 s7, ",k,0
3757,"k9 s9 s12 r9 k14 s11 s7 h12, s8 k8 r12 r7 h10 s10 r10 h14, k13 r11 h13 h8 h9 k7 h11 k12, r14 r8 s14 h7 s13 r13 k10 k11, ",k,1
3758,"s13 s12 s8 s10 h12 r7 h9 s9, h14 h11 r8 r12 s7 k13 r9 r11, k12 s11 h10 h7 k11 k14 k9 k7, r13 h13 r10 r14 k8 h8 s14 k10, ",s,0
3759,"r8 r7 r11 h12 k14 r10 s9 r9, s7 h9 k8 h13 k9 k11 s10 s12, k12 k10 h8 s8 k13 h11 k7 s11, r14 h10 s14 h7 r13 h14 s13 r12, ",r,1
3760,"h11 h7 h9 r12 k7 k11 h14 k8, k14 s12 s13 s7 s8 k12 r11 h10, h12 s10 s14 k10 k9 r9 r10 r14, r8 h13 h8 k13 s9 r7 s11 r13, ",h,1
3761,"s12 h9 k14 k9 r7 k7 r8 k10, k13 r11 r14 h7 h10 k12 h11 s13, r12 h12 r13 h14 s8 k11 r9 h13, s14 k8 s10 s11 s7 h8 r10 s9, ",k,0
3762,"k13 k14 k10 r14 s8 r9 k12 s10, h10 s12 k11 h13 k9 h12 r7 k7, r12 r10 s14 r8 s13 h11 r11 h7, h14 k8 h8 s9 s11 s7 h9 r13, ",k,0
3763,"r7 r13 s10 h8 r9 r14 k14 s11, k9 r11 r8 k11 h14 k7 r12 s13, s8 h10 h7 s12 s7 k13 k8 s9, k12 h11 h9 h12 h13 r10 s14 k10, ",s,1
3764,"s7 k12 h10 s14 r10 k9 s13 k10, h14 k8 h12 r7 r9 k13 s10 r13, s8 h11 s11 r14 r11 h13 r8 s9, s12 r12 k11 k7 h8 h7 h9 k14, ",k,1
3765,"k11 k14 r12 s14 h10 k13 r8 s12, r9 h11 r11 r10 s7 s10 s9 h13, h12 k7 s8 s13 r14 k9 s11 h8, r13 h14 k12 h9 k8 k10 r7 h7, ",k,1
3766,"s7 s11 h13 h9 s13 r11 h10 r14, r13 r7 h11 k10 k9 k12 h8 h12, k8 s10 s8 h7 k7 k14 r9 s12, r8 k11 h14 s9 k13 s14 r10 r12, ",h,0
3767,"r14 s9 s12 s7 k11 k9 r13 r9, h11 h8 r7 r8 k12 k14 r12 s13, r10 k7 s11 h13 k10 r11 h14 k8, h9 s8 h12 k13 s10 s14 h7 h10, ",r,1
3768,"r9 k11 s14 r14 k7 h13 h9 r12, s12 r10 k13 s9 k10 s10 r11 h7, k9 h10 k8 s8 r13 h11 k14 h8, h14 h12 s13 k12 r8 r7 s7 s11, ",r,1
3769,"s10 r12 s8 s14 k9 k8 k11 r8, k14 k7 r7 s12 k12 h7 s7 h8, h14 r11 k13 s11 k10 h13 r9 s13, h10 h9 s9 h11 h12 r13 r14 r10, ",k,1
3770,"k12 r9 s8 h9 h14 k11 h13 k8, s14 s10 s13 k13 r7 k7 s7 s9, r13 h11 k14 r8 k9 h10 s12 r10, k10 r14 r11 r12 h8 s11 h7 h12, ",h,0
3771,"r7 r13 h8 k11 h12 h9 r14 h14, r10 k8 h10 k9 s14 r11 s12 s7, k7 s13 k14 k12 k13 s8 h7 h13, s11 r8 s9 r9 k10 s10 r12 h11, ",h,1
3772,"k11 s11 r7 k14 r14 s9 s13 r12, h7 h10 r8 r9 r13 k7 h11 h13, h8 r11 s12 k10 k9 h14 s8 s10, s7 h12 r10 h9 k8 k13 k12 s14, ",k,1
3773,"r10 h14 h9 s10 k10 h8 r8 k14, r14 h10 s9 k12 r13 s7 s8 k13, k7 s14 k9 r7 s13 r9 h11 s11, h13 k8 r11 s12 k11 h12 r12 h7, ",h,1
3774,"r14 k7 h11 r10 r9 r12 k9 k10, s11 s9 h10 h8 s8 r8 h14 r13, h9 s12 h12 k12 k13 s14 h7 k14, k11 r11 s7 r7 h13 k8 s13 s10, ",r,0
3775,"k10 s9 h12 r9 r7 s10 r14 r11, s11 r10 s7 r12 h11 k8 r8 h7, k14 r13 k13 s13 h10 s8 h14 s14, k7 h8 h9 h13 k9 k11 s12 k12, ",r,1
3776,"k13 h9 k10 s13 k12 k9 h13 s8, r8 h10 h14 r10 h12 s11 s10 k11, k14 s7 r13 s12 r9 r14 r7 k8, s14 s9 k7 h7 h11 r12 r11 h8, ",k,0
3777,"h10 s14 s7 h13 h8 h14 k12 k14, s13 k10 k13 r9 k11 r10 s11 h12, r11 h7 r13 r8 h9 s12 r7 r12, s9 k9 s8 s10 h11 k7 k8 r14, ",h,0
3778,"h14 h8 h11 k13 s14 k10 s12 k11, h12 h9 r9 r7 r10 r14 k12 k8, r12 k9 s10 h13 r11 s7 s11 h7, s8 k14 s13 h10 r8 s9 k7 r13, ",h,0
3779,"h9 s9 k14 r8 r9 s10 s12 h11, r10 k12 k13 k9 k7 k10 s8 k8, r11 s7 s11 h10 r7 k11 h12 h7, s13 h8 r12 h14 s14 h13 r13 r14, ",s,0
3780,"h9 h12 s7 r14 k13 s9 r13 s14, k12 h8 s8 k9 k7 s11 h11 h7, k11 h10 s10 r9 h14 k8 s12 k14, r11 r10 h13 k10 s13 r7 r8 r12, ",s,1
3781,"r13 s8 k12 s10 k14 r9 k11 r11, s13 r8 h8 s14 k13 k9 s9 s7, h10 r14 h14 h12 s12 h11 k8 s11, h13 r12 h7 r10 k7 r7 k10 h9, ",k,1
3782,"k13 h12 h14 r8 s11 k9 s7 h11, r9 s13 s9 s10 k8 h13 k10 r13, r11 k7 h8 h7 r7 s12 h10 r14, s8 r10 k11 s14 r12 k14 k12 h9, ",h,0
3783,"s9 h11 h7 r11 s8 k14 r9 k7, s11 r10 h10 k8 k9 r14 s12 k12, h14 k13 r12 r8 s10 s14 r7 s7, k11 h9 h8 h12 s13 r13 k10 h13, ",r,1
3784,"r13 h14 s11 h11 r8 s13 r12 k8, s12 h10 s7 r14 s10 k10 h13 r11, r9 s8 r10 k12 k13 h7 s9 r7, k9 k14 s14 h8 k7 h9 k11 h12, ",h,0
3785,"h11 h10 h8 s12 s7 k10 k11 h9, h14 s8 s13 k8 s9 r10 h12 r13, k13 r7 s14 k14 h13 k9 r11 s10, r8 k12 r14 s11 h7 k7 r12 r9, ",h,1
3786,"s9 h12 r14 s11 s7 s12 h8 k9, h9 k12 r11 h7 s14 h11 k11 s8, h14 k13 r13 r7 h13 s10 h10 r12, k14 k10 r10 k8 s13 k7 r9 r8, ",s,1
3787,"r10 h7 h14 h8 k9 h9 r9 r13, h10 s12 k8 k14 r11 k12 r12 k10, s13 s9 s10 k7 s7 h13 r8 r7, s8 k11 h11 s11 h12 r14 s14 k13, ",h,1
3788,"h11 h14 s8 h13 k9 k8 h8 r10, s9 s12 h10 r9 s13 r12 h7 r7, k7 k12 r13 r11 r14 k10 k11 k13, h9 h12 s10 k14 s11 r8 s14 s7, ",h,1
3789,"r9 r7 s8 s13 h12 k13 r14 h9, k14 h13 k9 r10 k12 s14 h11 k10, k8 s10 s12 r8 s7 r11 h10 s9, h8 k7 h7 k11 r12 s11 h14 r13, ",r,1
3790,"h12 s8 h11 h10 k8 k12 k13 k11, h8 s11 s13 r11 r13 r8 s10 h7, k14 s7 k9 k7 h13 k10 s9 h14, r14 h9 r10 r9 r7 s12 r12 s14, ",h,0
3791,"h7 h13 r12 k14 h12 s9 r14 r9, r10 k12 h11 r11 h8 h9 r8 k9, r7 h14 k7 h10 s10 s8 r13 k13, k8 s14 k10 k11 s12 s7 s11 s13, ",r,0
3792,"h11 k12 r11 k11 r10 r13 s13 h14, r7 s12 k14 r8 k10 s10 h7 s8, s7 s9 s14 k7 h9 k9 k8 r12, h10 h8 s11 h13 k13 r9 h12 r14, ",h,1
3793,"k13 s11 s9 k8 r8 k10 s12 k9, s10 s14 h11 k14 s7 h12 k7 h8, h13 r12 h10 k12 r14 s13 r10 h9, h14 s8 r7 r9 r13 k11 h7 r11, ",s,1
3794,"r13 h11 h12 s13 h10 r8 k11 s12, s7 s14 r12 r11 h8 k9 k13 k10, s11 k14 s9 r7 k8 k12 h14 k7, h13 h9 s8 r10 h7 r14 s10 r9, ",h,1
3795,"h11 r10 h14 r7 h10 k9 r12 r14, s7 k8 r8 h7 h9 s11 r9 k7, k10 h8 r13 h12 s12 s13 s8 s10, k14 s9 k11 s14 r11 k13 k12 h13, ",h,1
3796,"s10 s9 s7 k12 h7 r13 s12 k11, h13 s13 k7 h10 s8 h8 r10 h9, r12 k10 k8 h11 r8 r9 s14 h14, k9 k13 r7 s11 r14 h12 k14 r11, ",s,1
3797,"r7 s14 h14 k7 h8 r9 h13 h9, k11 r11 s10 s12 s8 k8 s9 h10, r12 r10 r8 k12 r14 r13 h7 s13, s7 s11 k9 h12 k10 k14 h11 k13, ",h,0
3798,"s8 r14 s14 r10 s10 r13 k8 s13, k13 s12 k12 r12 k14 h14 h9 s11, r7 h7 k9 k7 h10 r11 k10 s7, r9 h8 h11 h12 k11 h13 r8 s9, ",s,1
3799,"s13 k12 k8 k14 k9 s7 s9 r7, r10 s10 k10 k13 h10 r11 r9 s14, r12 s11 r8 r13 s8 h14 k7 k11, h12 h7 r14 s12 h13 h11 h9 h8, ",k,1
3800,"k13 s9 h10 k12 s10 s14 k11 s13, r13 r7 k8 s8 s7 r11 h7 k7, k14 r12 r8 h14 r14 r9 k10 h11, s11 k9 s12 h13 h8 h12 r10 h9, ",s,1
3801,"r7 h12 k8 r14 r12 s13 r11 s12, r9 h14 k7 s7 s14 k13 s11 h10, h9 h7 k11 r13 r10 s9 r8 k12, h13 k14 k10 s10 k9 s8 h11 h8, ",r,1
3802,"k9 s12 r8 s8 r10 k14 r11 k13, s11 s10 h10 k8 s13 s14 s9 h8, r12 h11 k12 r7 h9 h7 r13 k7, r9 h13 k10 r14 k11 h14 s7 h12, ",k,0
3803,"s9 k9 s10 k11 r8 r10 k13 s11, r12 h8 h7 k8 h10 s12 h11 k10, s7 k7 r14 s8 h12 r9 r13 r7, h9 s13 k14 h14 s14 r11 h13 k12, ",k,0
3804,"s10 h8 h10 h11 r8 s9 s11 r9, h7 k9 s13 h14 k13 k12 r10 h12, h13 r13 r11 k7 r7 k11 k10 s7, h9 s8 r14 s14 r12 k14 k8 s12, ",s,1
3805,"k12 r8 k13 k10 h11 s10 h9 k7, k9 h10 h8 k14 h13 r14 r10 s12, r9 r7 s7 r11 k8 s13 s8 s11, h12 s9 h14 s14 r12 k11 r13 h7, ",h,0
3806,"s14 h9 h14 k9 k7 k13 r11 k10, r8 h11 s13 r9 r7 k8 h10 h12, k14 k12 r14 s10 s8 h13 r10 s12, r12 r13 s11 s9 s7 h7 k11 h8, ",h,1
3807,"r11 r10 k12 h13 h8 r14 s11 s10, r7 s7 s13 k7 s8 k11 h7 k13, s12 s9 r12 k8 k10 h10 k9 k14, h14 h9 h11 r9 r13 h12 r8 s14, ",r,1
3808,"h13 h10 k10 h14 k9 r7 k11 k14, r10 s7 s9 h7 s14 s11 h12 s12, s13 r8 r13 r14 h9 r9 k8 r12, h8 h11 s8 s10 r11 k7 k13 k12, ",h,1
3809,"r12 s9 r11 k14 s13 s7 k9 h10, r13 h9 h13 h8 h14 s8 s14 h12, r8 k12 k7 s10 s11 r10 r14 h11, k10 s12 h7 r7 r9 k8 k11 k13, ",k,0
3810,"s11 h7 s10 r7 k13 s13 r14 h11, h8 r13 k11 r11 s9 r8 k8 k12, h9 k14 r12 s7 k9 h10 h14 s14, h12 k10 s12 h13 r9 k7 r10 s8, ",s,1
3811,"r8 k9 h10 k14 s9 k13 h11 h9, s12 h13 k8 s11 k12 h7 k11 k10, h8 s13 r10 s8 r13 k7 r14 h12, s14 s7 r12 h14 r11 r7 s10 r9, ",k,1
3812,"s14 r11 h7 r7 r9 r8 k7 r12, h14 s13 h13 h12 r14 h8 k11 k9, s11 s8 k13 s10 h10 h9 s7 k10, r10 r13 s12 s9 h11 k8 k12 k14, ",r,1
3813,"s9 h7 h8 s14 k14 h12 h13 h9, s13 k11 r14 r8 r9 k10 k12 h14, s8 h10 r13 r12 k13 k8 s12 r11, r10 s11 s7 s10 h11 k7 k9 r7, ",s,1
3814,"k13 s11 r11 r8 r9 s9 k9 k14, h12 h14 h11 s10 h13 k12 s8 r10, r13 h7 s7 r12 h10 r7 s13 r14, s12 k7 k10 k11 h8 k8 h9 s14, ",s,0
3815,"h12 h11 r11 h9 h10 r10 s8 s12, s11 r13 k12 r12 r9 h14 s13 k10, k11 k14 h7 s14 s10 k9 r8 r7, k7 h13 k8 s7 s9 h8 k13 r14, ",h,1
3816,"k11 h7 r11 s13 h10 h8 s10 r14, h12 k9 h11 s12 s8 r13 k8 h14, k10 r10 r7 k14 r9 k12 k13 s7, h9 r8 r12 k7 h13 s9 s11 s14, ",r,1
3817,"s8 r12 h13 s14 r11 h10 r13 k9, s11 r7 h8 s9 k12 s7 r9 s12, k14 k7 h14 h11 s10 s13 r8 r14, h12 k8 h7 h9 k10 k13 k11 r10, ",r,0
3818,"h8 s9 r14 k8 h9 h14 h11 r9, k11 s10 k7 r13 r10 r7 s13 s11, k10 s14 r11 k9 r12 h7 k14 r8, s7 s12 k13 s8 h12 h10 h13 k12, ",r,0
